Ncommitsbycreator,Ncommitsinproject,Nissuesbycreatorclosed,Nissuescreatedinproject,Nissuescreatedinprojectclosed
0.0,120.09077523088742,0.4242721709139068,202.84903516190727,0.0
0.0,772.5682208398554,2.0,1040.091533437686,1.0
0.0,116.72154369410177,0.0,191.9101719184986,0.0
0.0,458.68415197206104,0.0,736.3678993874529,4.947341805482292
0.0,436.6872144877984,1.3838877839712032,620.7677755679424,3.0758316759568047
0.0,690.0990630538728,0.08081345984358834,954.3899915093098,6.9030238481876935
0.0,252.87771143082114,1.3302849356784918,521.9908548070355,0.0
0.0,115.80963593847778,0.0,218.8221336614838,0.0
145.87445121127877,858.8454784138816,0.0,1128.8261632156168,1.0
0.48857152117159597,636.1542817633452,0.0,887.5771408816727,108.99142458962137
0.0,440.6516328310672,0.0,651.6403574543676,1.0
140.87528193462987,853.0503383215558,0.0,1123.8752819346298,1.0
0.0,842.8552253864738,0.0,1097.2171619202893,1.0
0.0,506.27478154499863,0.0,824.1962725321418,1.1764472961429728
0.0,417.0694482849258,0.0,616.024724969468,1.1412598815907944
0.0,827.9039733763983,0.3629966720497899,1085.9929633925476,1.0
145.57145950519572,858.500036089395,0.0,1128.5714595051957,1.0
0.0,846.157883215429,0.9210583922854846,1103.684233569142,1.0
0.0,835.997922379647,0.0,1093.334025873451,1.0
0.0,849.7554038921876,1.0,1114.7967861900393,1.0
0.0,119.31419791153066,0.4214505221173366,204.3753841370534,0.0
0.0,834.293738938954,0.29373893895403325,1099.706261061046,1.0
0.0,446.70179616715257,0.0,656.9386226044703,1.0
0.0,397.52450150948283,0.0,636.549273415043,2.610662386788786
0.0,83.99812360321808,0.0,173.1736396123331,0.0
0.0,768.9226709848693,3.3188552921988457,1034.0773290151305,1.0
0.0,417.12511752697975,0.0,601.8132639253685,1.0
0.0,119.29904857444582,0.6002114279009292,208.2035942743158,0.0
145.4370621602537,858.4370621602537,0.0,1128.4370621602536,1.0
0.0,449.5446869900723,0.0,658.6964579933815,1.0
0.0,411.9688725511383,0.0,650.9441102195245,4.155288175619603
0.0,759.0474371796129,4.164568298322598,1031.0348469695484,1.0
0.0,843.6057823505791,0.19710882471040103,1094.5913264741312,1.0
0.0,772.7406902294761,2.0,1046.4813804589521,1.0
0.0,441.4610586008097,0.0,653.3073724005397,1.0
0.0,833.3491112518573,0.0,1092.6982225037145,1.0
0.0,837.0,0.7880303737158283,1091.2119696262841,1.0
0.0,832.4650621630127,0.0,1088.220885135844,1.0
0.0,116.29324453426845,1.2681678812736767,218.46110580356302,0.0
0.0,454.0475418651003,0.0,678.1822438162178,5.70364367285579
0.0,756.3251274928369,5.224957502387669,1038.5500849952246,1.0
0.0,432.7414173350279,0.348283467005581,623.6517165329944,4.0
0.0,255.0,0.0,520.8576573928497,0.0
0.0,442.3181489222187,0.0,653.8787659481458,1.0
0.0,770.0675126883106,0.5521392319112564,1033.4110949925769,1.0
0.0,836.8863102040062,0.0,1092.3410693879812,1.0
0.0,843.6887888535733,0.0,1094.1556055732133,1.0
0.0,843.5204811882295,0.0,1093.7602405941147,1.0
0.0,835.6594755729329,0.0,1096.702622135335,1.0
0.0,425.815680927822,0.0,615.9473374079491,1.0
0.0,763.241949883283,0.8501463657584912,1013.9422426148,188.42614238136593
0.0,117.62208826487077,0.9728692744731613,214.53877766604376,0.0
145.50941095306942,858.5094109530694,0.0,1128.5094109530694,1.0
0.0,847.7913708072285,0.10431459638575147,1102.2086291927715,1.0
0.0,833.1786956943192,0.0,1092.0,1.0
0.0,757.0868810736905,4.147871355785679,1036.073935677893,1.0
0.0,118.62474100287051,0.0,206.0259841890921,0.0
0.0,780.5356771594439,0.5357149607373827,1030.6071070809187,239.67846139980662
0.15578723455479393,469.27153192565066,0.0,729.7121986003424,14.272992905410963
0.0,446.27574884777044,0.0,654.5073568136487,1.0
0.0,422.7731702037067,0.0,615.8865851018534,1.0
0.0,792.6669738163644,0.0,1039.8158739326752,292.67051124794494
0.0,118.55613340450012,0.7653036878888642,211.0101626941107,0.0
0.0,834.3982677569948,0.783188979749559,1089.048700817746,1.0
0.0,258.10572797403665,0.0,517.4852699959432,0.6146753281947568
0.0,772.0,0.961452684632617,1031.0,1.0
0.0,836.0,1.9511679686548766,1096.30077864577,1.0
0.0,380.3511802719447,0.0,655.7921261120085,4.051968471997874
0.0,258.4644848775476,2.5983636581606833,525.6612121938689,0.0
0.0,121.3309460561589,0.0,196.3381078876822,0.0
2.9455005215994827,498.7456691007976,0.9818335071998275,810.9636670143997,2.0181664928001726
0.0,841.892924422619,0.8929244226189869,1097.321226732143,1.0
0.0,836.0,0.05988612782475178,1095.0399240852164,1.0
0.0,841.5987190189782,0.5987190189781095,1098.2038429430656,1.0
0.0,835.1897327634838,0.5691982904513782,1097.8102672365162,1.0
0.0,421.0800745525191,0.0,607.8001242541984,1.0
145.53908680832126,858.5390868083213,0.0,1128.5390868083211,1.0
0.0,841.2045007386012,1.0,1098.5909985227977,1.0
0.0,121.55337530194892,0.0,195.89324939610216,0.0
0.0,834.1347241324384,0.0,1100.0,1.0
0.0,759.7011681945922,3.070594146719835,1037.07059414672,1.0
0.0,420.41207504031377,0.0,612.0086250287956,1.0
0.0,843.4035083797819,0.0,1094.2982458101092,1.0
0.0,255.0,0.0,517.2495173846052,0.0
0.0,331.33847861398397,0.0,528.927887283435,15.108657225684327
0.0,836.8556417504595,0.0,1094.1443582495406,1.0
0.0,459.1467888853879,0.0,740.4895737061828,5.157631311539936
0.0,449.46922159141815,0.0,658.6461477276121,1.0
0.0,765.884980332734,0.47124508318351066,1033.2931323752248,1.0
2.7727228129772805,500.590940309159,0.9242409376590935,812.7424584338409,1.848481875318187
0.0,768.8821798351555,0.36899182567474975,1014.2031062662282,248.55509535958353
0.0,768.6776242890058,1.169406072251449,1032.2458908916228,1.0
0.0,772.0,0.0,1034.924935705871,1.0
137.7267682172295,841.7014244542072,0.0,1103.4281926714366,1.0
0.0,419.0,0.0,612.232448558665,1.0
0.0,836.7617059410122,0.0,1092.0,1.0
0.0,836.1136854748506,0.7784213687126581,1091.2215786312872,1.0
0.0,417.3457606394777,0.0,604.4610141859703,1.0
0.0,752.278394012099,0.9432998752520632,1002.5412923903758,161.67529488533458
0.0,842.2334197099599,0.3832901450200321,1097.76658029004,1.0
0.0,417.97878571584033,0.0,607.3621071529623,1.0
0.0,768.3379488191943,0.0,1035.6267308071979,1.0
0.0,685.2001729791415,0.0,947.9630199956061,17.250696149292878
0.0,258.4300581255056,2.572543594129187,525.575145313764,0.0
0.0,258.72497969736696,2.7937347730252418,526.3124492434175,0.0
0.0,420.5758689356351,0.0,614.4502482673244,1.0
0.0,755.8650401343765,0.7837399664058611,1013.785361209389,175.24552174689524
0.0,764.6429160436236,3.21458021811812,1036.5716641744946,1.0
0.0,767.9251321125549,2.910619919603632,1037.5821239839208,1.0
0.0,427.4055203254414,0.0,621.0046002712012,3.10138008136035
0.0,257.19989671582334,2.509062740679101,525.5271882220374,0.0
0.0,844.9949783730419,1.0,1105.340028835944,1.0
0.0,772.0,1.1570517469752308,1041.628206987901,1.0
143.68114858621752,855.0985268896785,0.0,1123.6477903345178,1.0
0.0,435.01691477788404,1.2022553037178745,619.6067659111536,2.8033829555768115
0.0,249.8856330732909,0.0,517.7306238466728,0.0
0.0,114.64168994175871,1.5895775145603217,224.81760650480564,0.0
0.0,835.0,0.014440041070962306,1098.0144400410709,1.0
0.0,837.0,0.1872716406698024,1092.6254567186604,1.0
0.0,842.8803335498995,0.0,1096.760667099799,1.0
0.0,836.8941944929348,0.0,1092.07053700471,1.0
0.0,424.22967654161454,0.0,618.3580637846787,2.307419135403635
0.0,426.9299191380903,0.0,617.9018867933265,1.0
0.0,745.9787150798364,0.917235918163637,996.8959509980001,160.60667264470914
134.70896059142987,837.0186379299955,0.0,1097.328315268561,1.0
0.0,833.710150788334,0.0,1093.6135343844453,1.0
0.0,458.0749946198194,0.0,730.9408611583909,4.670452099917904
0.9539612628071827,513.3222711603497,0.31798708760239425,826.686296985145,0.6359741752047885
133.3559658708236,843.4576704053446,0.0,1111.6102272071262,1.0
0.0,835.6508203631893,0.0,1094.8254101815946,1.0
0.0,768.5579393594155,1.1394848398538822,1032.2907727402192,1.0
0.0,842.8944229613035,0.0,1092.5527885193483,1.0
0.0,701.8988980528226,0.45815202094716934,947.4804182622943,145.57716871220376
0.0,106.32524122408883,0.0,189.3607998874644,0.0
2.6015582244398865,494.6171404688387,0.8671860748132955,799.4451885087567,3.726581027427159
0.0,835.0,0.26650713675298177,1099.733492863247,1.0
0.0,842.0,0.004966654948861504,1095.0099333098976,1.0
0.0,853.5623487501989,1.0,1126.2440569321618,1.0
0.0,756.0579028937599,5.3140323687467195,1038.3719352625067,1.0
0.0,842.0,0.0,1093.0624629502454,1.0
0.0,837.0,0.0,1092.818122147519,1.0
0.0,835.751856478146,0.0,1095.6203588046349,1.0
0.0,463.5497585076793,0.0,714.0458939374472,12.856038694219396
0.0,121.0,0.0,198.21491361227763,0.0
0.0,844.7573361994852,0.4142212668382651,1110.343114932647,1.0
0.0,767.6048632796267,3.883630023017127,1035.3951367203733,1.0
0.0,765.1023048294278,2.0,1024.1023048294278,1.0
0.0,845.821683823253,0.0,1112.7132647069882,1.0
0.0,767.6944426045618,3.075398139598693,1035.3055573954382,1.0
0.0,115.83693374465447,0.0,218.07073189370936,0.0
0.0,841.7495777179395,0.7495777179395141,1097.7512668461814,1.0
0.0,842.0546793358393,0.4726603320803715,1097.9453206641608,1.0
0.0,429.60684396053205,0.0,621.7709503368513,3.1641063763192334
0.0,111.34155384894936,0.3415538489493566,234.48766922657597,0.0
0.0,843.0,1.0,1108.1971120284732,1.0
0.0,434.79940726720594,0.7598814534411844,623.2401185465588,4.0
0.0,255.0,0.0,518.4255234333597,0.0
0.0,107.36005242865754,0.0,188.359058916433,0.0
0.0,84.71095675059475,0.0,173.44380078697702,0.0
0.0,461.47036238919605,0.0,753.8956082313059,6.846652300552945
0.0,118.70828279301189,0.7314927126640252,208.53261518428445,0.0
0.0,837.0,0.0,1093.1018691946113,1.0
0.0,759.8617411973476,3.8684577464190717,1030.072487675862,1.0
0.0,756.603478317133,0.9271146219485029,1006.9475099146695,173.7666406589006
0.0,396.5191013127559,0.0,625.4561795771128,1.0
0.0,843.3577344172155,0.8211327913922503,1110.2520704602543,1.0
0.0,425.5654963832199,0.0,617.2827481916099,1.0
139.29073291052825,845.4396124031622,0.0,1109.1594186047432,1.0
0.0,770.9081536180664,0.7798902728096628,1037.155978054562,1.0
0.0,113.53102814743758,0.0,194.58499540689223,0.0
0.0,834.2365164375387,0.0,1092.0,1.0
0.0,120.70923797030349,0.07269050742412886,201.16304811878607,0.0
0.0,825.4129308149236,0.0,1082.3441090124363,1.0
0.29107963194146047,489.2691679351414,0.0,811.4256635995122,2.805946912039026
0.0,255.0,0.0,518.6588098598306,0.0
0.0,755.9065710762784,0.983516889522211,1006.8736048553228,166.6867470078796
0.0,446.71692444137904,0.0,654.6334069832511,1.0
0.0,843.7202805085914,0.7599064971362,1108.960374011455,1.0
0.0,440.5026525425994,0.0,651.379641949549,1.0
0.0,660.3261239313911,0.0,907.5078700432485,123.0
133.44031230214338,841.4589069424982,0.0,1107.477501582853,1.0
0.0,760.7128097528014,0.7304867215997048,1035.8262168039992,1.0
0.0,112.6670351932676,0.0,229.39269980446358,0.0
0.0,483.8484664166993,0.0,803.8484023904967,3.7272843684004617
2.829142841744551,528.4874285252337,0.0,834.0,0.9430476139148504
0.0,121.11387010299532,0.0,199.77225979400936,0.0
0.0,405.47650753769176,0.0,651.9612107145894,2.6537369048631323
0.0,121.96715381355536,0.0,198.110482627132,0.0
5.097042850641607,121.29406016446009,0.0,200.2940601644601,0.0
0.0,257.7368112905033,2.0526084678774765,525.1052169357549,0.0
0.0,845.1824189645066,0.2725270118311177,1111.1824189645067,1.0
134.3901801288415,838.1343695490548,0.0,1099.878558969268,1.0
0.0,120.40382373117396,0.354705837516897,204.02999923778725,0.0
0.0,417.28770244847294,0.0,605.0069585696554,1.0
135.4774373142868,837.5277994057177,0.0,1097.673648960006,1.0
0.0,248.0,1.7362132506638723,518.0,0.0
140.76792115566255,852.8959080149397,0.0,1123.7679211556626,1.0
0.0,835.0,0.5469571853591929,1099.4530428146409,1.0
136.47366206842855,847.275276391912,0.0,1115.809685940901,1.0
0.0,448.22845868324987,0.0,642.1573119751251,1.0
138.3827434474781,843.4420355844519,0.0,1106.1630533766777,1.0
0.0,699.6804736734042,0.0,942.9121324275692,184.95459682131136
0.0,114.47758716175191,1.6716472973884644,226.4180040556039,0.0
0.0,326.88505387900886,0.0,532.6672553326044,0.0
0.0,760.9226782174885,2.198086987508189,1036.198086987508,1.0
0.0,417.00123508315625,0.0,601.0080280405157,1.0
0.0,844.1766676788513,0.4116661605743397,1113.1183368759796,1.0
0.0,250.12483074561072,1.3929055012540767,517.696452750627,0.0
0.0,479.31091325049135,0.0,783.5488224364088,6.593107420742287
0.0,249.380631374788,1.605533892917708,518.5916991606234,0.0
0.0,835.0,0.0,1098.3493982776113,1.0
0.0,121.13298908886641,0.0,199.73402182226718,0.0
0.0,248.0,0.555520324153262,518.0,0.0
0.0,845.1119840525049,0.0,1115.5520637899801,1.0
0.0,772.0,0.0,1036.7904799158362,1.0
0.0,835.175177081875,0.5255312456249754,1097.824822918125,1.0
0.0,770.4598789320432,0.0,1036.4224545995162,1.0
0.0,770.8083585267323,2.510703488543339,1043.8083585267323,1.0
0.0,463.5379055103038,0.0,716.8188910717195,13.563778214343895
0.0,770.8872938193449,0.31791605161575354,1029.887293819345,1.0
0.0,249.5787516869822,1.5489280894336563,517.7744640447169,0.0
0.0,402.3523726178102,0.0,622.685718634186,1.0
0.0,834.3598116000027,0.0,1099.2803767999947,1.0
0.0,378.8783727773439,0.0,655.4872468834634,3.853604537109357
0.0,836.3641357823586,0.0,1094.6358642176413,1.0
0.0,842.0,0.5952224955185483,1097.4047775044814,1.0
0.0,834.9906217018867,0.0,1100.0,1.0
0.014002174959280023,520.0420065248778,0.0,834.0,0.004667391653093378
0.0,420.7694997839504,0.0,609.0259997119338,1.0
0.0,844.0,0.0,1092.3563894902086,1.0
0.0,440.17722617768294,0.0,649.9029682369106,1.0
0.0,496.86290994288504,0.0,817.4735071020607,1.9831791477527099
0.0,441.23775697316165,0.0,653.2377569731617,1.0
34.12894443083266,120.21958439882998,0.6873482911218207,212.9665502212664,0.0
0.0,429.55597719181185,0.0,621.6895635068989,3.133586315087096
0.0,248.0,0.6911588515795257,518.0,0.0
0.0,121.0,0.0,197.29998968096913,0.0
1.4219015125828156,590.5458410092701,0.0,866.6140354066218,65.17600515496551
0.0,430.3857292608593,0.0,623.0171668173748,3.6314375565155697
0.0,419.0,0.0,611.7484007501427,1.0
0.0,841.0244717487966,1.0,1098.9510565024068,1.0
0.0,763.9652797584451,5.0,1038.1293400301943,1.0
0.0,837.0,0.5528302815572936,1091.8943394368855,1.0
0.0,447.25532179809795,0.0,641.951642655583,1.0
0.0,680.3657810701997,0.23842633745101682,923.7500444447098,138.10649547333458
0.0,836.0,1.5075855389760229,1096.0050570259841,1.0
0.0,767.5492974570407,0.0,1031.0758976937814,254.94679952651865
0.0,835.2514575029599,0.0,1096.8713562426003,1.0
0.0,417.04655876306117,0.0,604.0620783507483,1.0
0.0,345.2399876970085,0.0,532.6400013669991,12.919987013508967
0.0,426.90587942843234,0.0,617.8117588568647,1.0
24.188931316799252,122.39551526827688,0.0,199.79103053655376,0.0
0.0,425.1602499510702,0.0,615.7600714145915,1.0
0.0,842.893530505315,0.0,1096.78706101063,1.0
0.0,440.615345788517,0.0,651.5768551299047,1.0
0.0,842.0,0.0,1095.4127854426345,1.0
0.0,843.090934777754,0.0,1096.727195666738,1.0
0.0,418.3760440946742,0.0,608.8161543313598,1.0
0.0,425.1619194209454,0.0,614.8752630156072,1.0
0.0,251.00694204778148,0.0,519.2886894490492,0.0
0.0,121.71695176369221,0.0,197.7169517636922,0.0
0.0,500.44860519530886,0.0,820.0347179966492,1.6758338404020958
0.0,842.8130806109722,0.5934596945139252,1094.9672984725696,1.0
0.0,121.0,0.0,197.33925502815123,0.0
0.0,837.0,0.21031897613385986,1091.7896810238663,1.0
0.0,257.5225441904558,1.8919081428418378,523.3063604761395,0.0
0.0,256.99473624690967,1.496052185182235,521.9868406172741,0.0
0.0,770.582577520637,0.4724741597876916,1037.188989663915,1.0
0.0,446.85541783324595,0.0,644.2168732501311,1.0
0.0,248.0,1.1023358134027004,518.0,0.0
0.0,833.4775757299175,0.522424270082473,1093.4775757299176,1.0
0.0,842.6193702167518,0.0,1094.690314891624,1.0
137.50330168713833,848.542525153401,0.0,1117.235340797576,1.0
0.0,842.0,0.0,1093.8772048852466,1.0
0.0,847.955579117632,0.022210441183967977,1102.0444208823678,1.0
0.0,829.0410077961413,0.505125974517668,1087.5563857196944,1.0
0.0,843.0886460172493,0.982270796550144,1107.9113539827508,1.0
0.0,121.2948650409582,0.0,196.4102699180836,0.0
0.0,844.0,0.0,1093.7087661507649,1.0
0.0,444.5655646601078,0.0,655.0,1.0
0.0,420.2915217801121,0.0,614.6457608900561,1.0
138.6963670245754,847.8283744786413,0.0,1115.6996553376223,1.0
0.0,836.196371898943,0.0,1094.0,1.0
145.83069059584594,858.8306905958459,0.0,1128.830690595846,1.0
0.0,292.18354613669493,0.0,525.1041062092796,0.0
0.0,426.41830962538745,0.0,616.8366192507749,1.0
0.0,477.58172518769493,0.0,778.64055660089,4.31372286226831
0.0,418.05970177495794,0.0,609.2985088747897,1.0
0.0,851.8729943273719,1.0,1123.519445262972,1.0
0.0,443.3939470783332,0.0,654.5959647188888,1.0
0.0,834.0087265939992,0.0,1099.9825468120016,1.0
0.0,121.15246187383921,0.0,199.69507625232157,0.0
0.0,763.4536091905333,0.327834485680051,1034.16391724284,1.0
0.0,848.0,0.0,1101.581599900526,1.0
0.0,836.0,2.1393692289235435,1096.4262461526157,1.0
1.571323354590926,508.04607586733357,0.0,822.0943612882577,1.9524510969393827
0.0,835.0,0.9884811138485444,1099.0115188861514,1.0
0.0,762.317426785109,5.0,1038.3353216518615,1.0
0.0,422.8990960131385,0.0,613.7850685808132,1.0
0.0,753.952464148882,0.0,1023.1486612807926,1.8038028680894387
0.0,293.2341356913397,0.0,525.3330808558048,0.0
0.0,841.0333066867452,0.03330668674521331,1099.9000799397643,1.0
0.0,843.4996962744261,0.0,1095.5009111767217,1.0
0.0,841.1072449236688,0.8927550763312642,1098.571020305325,1.0
0.0,448.6010368412586,0.0,656.2020736825172,1.0
0.0,848.0,0.0,1100.5386193680856,1.0
0.0,423.4679164549776,0.0,615.8402428262258,2.116979113744411
0.0,347.25434256886064,0.0,531.4147410263845,18.258671966753663
0.0,759.4507157494508,5.504480386413566,1037.4955196135863,1.0
0.0,833.0,0.3746453401312837,1092.3746453401313,1.0
0.0,441.5556713639612,0.0,653.3704475759741,1.0
0.0,428.7259259602999,0.36345679470665404,617.09037038412,1.5451851920599813
0.0,253.87991727090204,0.0,517.1600118184425,0.0
0.0,426.2111543127602,0.0,616.4223086255204,1.0
0.0,843.6007906979843,0.0,1095.197627906047,1.0
0.0,419.9473819124185,0.0,614.4736909562092,1.0
0.0,462.55878019001733,0.0,746.7120507458856,8.805804342031202
0.0,418.40853103024847,0.0,608.0426551512425,1.0
0.0,258.8463276593412,2.98602978721284,526.8742680849156,0.0
0.0,256.78204016025,1.3365301201875128,521.455100400625,0.0
0.0,768.3206603784213,0.9601467507602757,1040.2409538799418,1.0
0.0,765.9229557047028,4.604447555127388,1038.9229557047029,1.0
0.0,440.0445684454419,0.0,651.0891368908838,1.0
0.0,487.186196970454,0.0,810.56156926461,2.8126116882468
0.0,846.032101165586,0.9839494172070059,1103.983949417207,1.0
0.0,832.3044653862135,0.0,1091.1305817327668,1.0
0.0,844.3527190750963,0.32364046245183475,1113.4108763003853,1.0
0.0,846.1762258689876,0.3647548262024909,1104.8237741310124,1.0
0.0,753.5797203755683,0.9704108411576722,1004.195061310618,162.78684448746455
0.0,400.34448895202183,0.0,638.5507458613963,2.9308839786763623
0.0,251.82241275990864,0.0,517.4539410342987,0.0
0.0,112.56396791862612,1.5639679186261148,232.65404812206083,0.0
0.0,724.8544898181892,0.0,978.3054906223914,154.93206832868455
0.0,440.167525472212,0.0,651.335050944424,1.0
0.0,842.2715507062875,0.7284492937124681,1097.0,1.0
0.0,769.8482144360497,1.5369896885359247,1033.1517855639504,1.0
0.0,842.0,0.05606459155215371,1097.943935408448,1.0
0.0,843.6146833345384,0.0,1093.926583327308,1.0
0.0,396.7779566829261,0.0,628.2474304173422,1.3457585257449511
0.0,835.8216172990077,0.05946090033078144,1094.8810781993384,1.0
0.0,841.316184531557,0.0,1098.4190773422147,1.0
137.95172413321117,845.4455172262757,0.0,1111.5296551459826,1.0
0.0,828.1584575107589,0.2632047925632437,1084.3688431330693,1.0
0.0,835.8071321444789,0.0,1095.5786035665633,1.0
0.0,420.9421450645706,0.0,612.6993769314993,1.0
0.0,844.0,0.0,1092.6439758158679,1.0
0.0,852.1198208811553,1.0,1121.5944850333217,1.0
0.0,252.67212302173672,2.4247384565215193,521.8226461086937,0.0
0.0,419.0,0.0,612.6910810690983,1.0
0.0,426.83695489831365,0.0,617.6739097966273,1.0
0.0,758.1624387393791,0.20939031515523154,1034.4619486544116,205.11170361192796
0.0,848.0,0.0,1100.3721698089714,1.0
0.0,430.34319775284655,0.0,623.2884642322505,3.8357994382116427
2.6431478292025274,494.479872503232,0.8810492764008425,804.5766609256455,2.47580289439663
0.0,842.6251076480997,0.0,1097.3748923519001,1.0
0.0,443.903297515084,0.0,654.951648757542,1.0
0.0,121.0,0.0,199.76438853982572,0.0
0.0,835.4103900063915,0.0,1096.7688299808253,1.0
0.0,249.53500929328928,1.5614259162030615,517.7807129581015,0.0
0.0,449.8771614962658,0.0,658.9232259351661,1.0
0.0,482.91940801909686,0.0,758.4654607796417,10.30016443913976
0.0,835.2652254882705,0.7347745117295313,1097.9390980469182,1.0
0.0,767.2925639003872,0.0,1032.7652885373548,1.0
29.361207766404007,122.69391583267715,0.0,200.3878316653543,0.0
0.0,459.56340207249787,0.0,705.2265893781187,11.24531787562374
0.0,731.1053640771337,1.2759201235495072,1007.8645653126288,3.1722396293514783
0.0,420.76647753724774,0.0,614.5047078677851,1.0
0.0,852.1616107245811,0.7702013405726368,1123.5530201085896,1.0
0.0,444.54592841060116,0.0,652.236742728481,1.0
0.0,836.6878794599967,0.0,1092.93636162001,1.0
0.0,729.1820648248837,2.954563590064978,1003.8184937491176,3.4545236919220264
0.0,771.2998687166428,0.5000937738265832,1037.1000187547654,1.0
0.0,255.8289342774835,0.6217007081126269,519.0723356937087,0.0
0.0,489.1639029502425,0.0,811.9742163930304,2.6430940328363572
0.0,834.0730077309208,0.07300773092083657,1099.9269922690792,1.0
0.0,765.0,2.9989120796720483,1028.6615897051363,1.0
0.0,434.3882303436159,1.3989300312378081,619.5957201249512,3.0983950468567123
2.5214620857972685,492.93851975343205,0.8404873619324229,802.3863175443508,2.6380505522703084
0.0,249.58891491381144,1.5460243103395865,518.6809635344906,0.0
0.0,833.683029327526,0.31697067247398947,1093.683029327526,1.0
0.0,390.8882120417213,0.0,635.0208022793154,1.9020802279315365
0.0,254.79756382078784,0.0,520.9132416374805,0.0
0.0,430.7949376208637,0.0,623.8291146840531,3.9487344052159283
0.0,842.0,0.0,1096.7582611713833,1.0
0.0,418.9611822280552,0.0,613.7476844823589,1.0
0.0,772.0,1.0841179616812553,1033.7476461149563,1.0
0.0,115.63104717893397,1.4153228491257854,221.18347270882703,0.0
0.0,378.75595287812166,0.0,656.2440471218783,4.0
0.0,835.11849471848,0.0,1093.2543368543468,1.0
0.0,395.60225769719983,0.0,653.7403226486667,4.651935470266661
0.0,843.8306391594381,0.0,1094.0846804202808,1.0
0.0,518.0418609972618,0.0,832.6013292837583,0.16784048594899448
137.6960376857448,849.0377627388148,0.0,1119.0503503184198,1.0
0.0,834.5271289143257,0.5271289143256719,1099.4728710856743,1.0
0.0,427.4331152119837,0.0,618.6496728179756,1.3248364089877929
0.0,434.65479995690885,0.0,652.8237444432475,1.7050222270101303
0.0,844.4605983299423,0.51313389001923,1110.4605983299423,1.0
14.724309915470663,116.11475786673418,1.433680387866513,223.78836562406445,0.0
0.0,759.7285881891211,5.0,1038.65892647636,1.0
0.0,828.4365592688425,0.4295699086053232,1086.7252689946586,1.0
0.0,837.0,0.0,1093.749319797635,1.0
